PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Group,Lastname,Deck,Cab_num,Deck_side
2739_01,Earth,True,G/442/P,PSO J318.5-22,38.0,False,0.0,0.0,0.0,311.1387779083431,0.0,Heryle Daughessey,True,2739.0,Daughessey,G,442.0,P
2740_01,Earth,False,E/163/P,TRAPPIST-1e,19.0,False,1.0,143.0,0.0,254.0,107.0,Garry Leetersoney,True,2740.0,Leetersoney,E,163.0,P
2741_01,Mars,False,E/164/P,TRAPPIST-1e,43.0,False,471.0,0.0,133.0,2.0,692.0,Jackix Cake,False,2741.0,Cake,E,164.0,P
2743_01,Earth,False,F/528/S,TRAPPIST-1e,15.0,False,746.0,0.0,2.0,0.0,11.0,Nelle Gregordy,False,2743.0,Gregordy,F,528.0,S
2746_01,Mars,False,F/569/P,TRAPPIST-1e,52.0,False,758.0,0.0,356.0,5.0,0.0,Apix Wala,False,2746.0,Wala,F,569.0,P
2748_01,Earth,False,F/529/S,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,Kimmie Mickersones,True,2748.0,Mickersones,F,529.0,S
2752_01,Earth,False,G/444/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Jarena Ballocks,False,2752.0,Ballocks,G,444.0,P
2752_02,Earth,True,G/444/P,PSO J318.5-22,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Ollip Ballocks,False,2752.0,Ballocks,G,444.0,P
2752_03,Earth,False,E/165/P,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,Thel Ballocks,True,2752.0,Ballocks,E,165.0,P
2753_01,Earth,False,E/188/S,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,Wandy Summington,False,2753.0,Summington,E,188.0,S
2754_01,Earth,False,E/166/P,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,Heidie Santry,False,2754.0,Santry,E,166.0,P
2755_01,Europa,True,B/85/P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Beneba Glousspidy,True,2755.0,Glousspidy,B,85.0,P
2756_01,Mars,False,F/572/P,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,Guink Corte,False,2756.0,Corte,F,572.0,P
2758_01,Earth,True,G/446/P,PSO J318.5-22,24.0,False,224.687617481203,0.0,0.0,0.0,0.0,Dennya Fielson,True,2758.0,Fielson,G,446.0,P
2759_01,Earth,False,E/167/P,TRAPPIST-1e,33.0,False,0.0,0.0,170.0,14.0,810.0,Iree Kimons,False,2759.0,Kimons,E,167.0,P
2760_03,Earth,True,G/438/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Chery Rigginsen,True,2760.0,Rigginsen,G,438.0,S
2762_01,Earth,False,G/439/S,TRAPPIST-1e,36.0,False,625.0,0.0,260.0,0.0,0.0,Bobina Leonzaley,False,2762.0,Leonzaley,G,439.0,S
2762_02,Earth,False,G/439/S,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,Paulah Leonzaley,False,2762.0,Leonzaley,G,439.0,S
2763_01,Earth,False,E/168/P,TRAPPIST-1e,31.0,False,91.0,756.0,0.0,0.0,12.0,Sony Reynoldez,True,2763.0,Reynoldez,E,168.0,P
2764_01,Earth,False,E/189/S,TRAPPIST-1e,42.0,False,0.0,0.0,213.0,166.0,1209.0,Racily Reyervaney,True,2764.0,Reyervaney,E,189.0,S
2765_01,Mars,False,F/532/S,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,Callix Curie,False,2765.0,Curie,F,532.0,S
2768_01,Earth,False,F/533/S,TRAPPIST-1e,36.0,False,123.0,3.0,173.72916912197996,7.0,0.0,Herina Cartz,True,2768.0,Cartz,F,533.0,S
2768_02,Earth,False,G/442/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Raceky Cartz,False,2768.0,Cartz,G,442.0,S
2768_03,Earth,True,G/442/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Doryn Cartz,False,2768.0,Cartz,G,442.0,S
2769_01,Earth,False,F/573/P,PSO J318.5-22,22.0,False,0.0,837.0,192.0,0.0,304.8547912992357,Lindy Fishopper,False,2769.0,Fishopper,F,573.0,P
2770_01,Earth,False,G/443/S,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,Oraine Gainebergan,False,2770.0,Gainebergan,G,443.0,S
2772_01,Earth,False,G/444/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,757.0,0.0,Patoya Meyersones,False,2772.0,Meyersones,G,444.0,S
2773_01,Mars,False,D/94/S,TRAPPIST-1e,25.0,False,314.0,2.0,648.0,92.0,0.0,Whark Teake,False,2773.0,Teake,D,94.0,S
2774_01,Earth,False,F/575/P,TRAPPIST-1e,29.0,False,3.0,0.0,3.0,0.0,697.0,Coreen Bushins,False,2774.0,Bushins,F,575.0,P
2774_02,Earth,False,F/575/P,TRAPPIST-1e,17.0,False,0.0,1195.0,31.0,0.0,0.0,Crisey Mcbriddley,False,2774.0,Mcbriddley,F,575.0,P
2774_03,Earth,False,F/575/P,TRAPPIST-1e,13.0,False,412.0,4.0,0.0,0.0,551.0,Aleroy Bushins,False,2774.0,Bushins,F,575.0,P
2778_02,Mars,True,F/576/P,55 Cancri e,53.0,False,224.687617481203,0.0,0.0,0.0,0.0,Yogal Fisty,True,2778.0,Fisty,F,576.0,P
2780_01,Earth,False,F/578/P,TRAPPIST-1e,24.0,False,14.0,702.0,0.0,0.0,0.0,Eilace Chanan,False,2780.0,Chanan,F,578.0,P
2781_01,Earth,True,G/447/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Marice Williotters,False,2781.0,Williotters,G,447.0,P
2783_01,Europa,True,D/83/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Alteron Emetillove,True,2783.0,Emetillove,D,83.0,P
2783_02,Europa,False,D/83/P,55 Cancri e,29.0,False,2.0,8.0,0.0,2864.0,155.0,Gatrin Emetillove,False,2783.0,Emetillove,D,83.0,P
2784_01,Earth,False,G/448/P,TRAPPIST-1e,46.0,False,0.0,0.0,1661.0,52.0,8.0,Monard Walterson,True,2784.0,Walterson,G,448.0,P
2785_01,Europa,True,C/102/S,TRAPPIST-1e,58.0,False,224.687617481203,0.0,0.0,0.0,0.0,Wasaleh Clindy,True,2785.0,Clindy,C,102.0,S
2786_01,Earth,False,E/190/S,PSO J318.5-22,53.0,False,0.0,1.0,0.0,195.0,493.0,Luise Franankson,True,2786.0,Franankson,E,190.0,S
2787_01,Earth,False,F/535/S,55 Cancri e,21.0,False,13.0,458.07720329024676,1098.0,64.0,1.0,Stelly Salez,False,2787.0,Salez,F,535.0,S
2788_01,Earth,True,G/449/P,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,Harlos Ramoran,False,2788.0,Ramoran,G,449.0,P
2789_01,Earth,True,G/450/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Idave Carverson,False,2789.0,Carverson,G,450.0,P
2790_02,Europa,False,B/86/P,55 Cancri e,41.0,False,0.0,320.0,4333.0,1313.0,51.0,Cheliak Simous,False,2790.0,Simous,B,86.0,P
2790_03,Europa,False,B/86/P,TRAPPIST-1e,29.0,False,3.0,933.0,0.0,674.0,731.0,Izarino Simous,False,2790.0,Simous,B,86.0,P
2790_04,Europa,False,B/86/P,55 Cancri e,54.0,False,0.0,37.0,0.0,4689.0,0.0,Tarrak Simous,False,2790.0,Simous,B,86.0,P
2790_05,Europa,False,B/86/P,55 Cancri e,43.0,False,0.0,9923.0,660.0,10.0,266.0,Zaninon Simous,True,2790.0,Simous,B,86.0,P
2792_01,Earth,True,G/446/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Duana Figuez,True,2792.0,Figuez,G,446.0,S
2793_01,Earth,False,E/169/P,TRAPPIST-1e,48.0,False,784.0,87.0,0.0,0.0,1.0,Darrie Mcinton,True,2793.0,Mcinton,E,169.0,P
2795_01,Europa,False,C/103/S,TRAPPIST-1e,34.0,False,10.0,5659.0,15.0,3.0,0.0,Genons Brantcable,True,2795.0,Brantcable,C,103.0,S
2795_02,Europa,False,C/103/S,TRAPPIST-1e,42.0,False,0.0,802.0,0.0,2622.0,671.0,Bottom Brantcable,False,2795.0,Brantcable,C,103.0,S
2797_01,Earth,False,F/580/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1345.0,Violan Burchanez,False,2797.0,Burchanez,F,580.0,P
2798_01,Europa,False,A/23/P,TRAPPIST-1e,37.0,False,6.0,437.0,173.72916912197996,54.0,3030.0,Furudra Timleplet,False,2798.0,Timleplet,A,23.0,P
2798_02,Europa,True,A/23/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Menchah Timleplet,True,2798.0,Timleplet,A,23.0,P
2799_01,Earth,False,G/447/S,TRAPPIST-1e,21.0,False,3.0,0.0,0.0,881.0,0.0,Idace Barrilloney,False,2799.0,Barrilloney,G,447.0,S
2801_01,Europa,False,B/87/P,TRAPPIST-1e,27.0,False,1.0,767.0,0.0,13104.0,3657.0,Taurius Frogauded,False,2801.0,Frogauded,B,87.0,P
2802_01,Earth,False,F/581/P,TRAPPIST-1e,23.0,False,18.0,2595.0,0.0,0.0,122.0,Evane Chavezalez,True,2802.0,Chavezalez,F,581.0,P
2805_01,Earth,False,F/582/P,TRAPPIST-1e,19.0,False,0.0,0.0,366.0,268.0,0.0,Allena Blacks,False,2805.0,Blacks,F,582.0,P
2806_01,Mars,False,D/95/S,TRAPPIST-1e,28.0,False,948.0,0.0,64.0,170.0,0.0,Boon Gene,False,2806.0,Gene,D,95.0,S
2807_01,Earth,False,E/171/P,TRAPPIST-1e,33.0,False,0.0,0.0,154.0,22.0,820.0,Rancy Vincenton,False,2807.0,Vincenton,E,171.0,P
2807_02,Earth,True,G/452/P,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Craine Vincenton,False,2807.0,Vincenton,G,452.0,P
2807_03,Earth,True,G/452/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Wenten Monrad,True,2807.0,Monrad,G,452.0,P
2809_01,Earth,True,G/453/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Dianie Ellahan,True,2809.0,Ellahan,G,453.0,P
2810_01,Earth,True,G/454/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Oraine Jorden,False,2810.0,Jorden,G,454.0,P
2811_01,Earth,False,F/537/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,871.0,Chery Charpelaney,False,2811.0,Charpelaney,F,537.0,S
2812_01,Mars,False,F/538/S,55 Cancri e,43.0,False,803.0,0.0,384.0,120.0,0.0,Hock Grean,True,2812.0,Grean,F,538.0,S
2813_01,Earth,True,G/449/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Therek Bryants,True,2813.0,Bryants,G,449.0,S
2818_01,Mars,False,F/585/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Krus Betie,True,2818.0,Betie,F,585.0,P
2818_02,Mars,True,F/585/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Corse Betie,True,2818.0,Betie,F,585.0,P
2818_03,Mars,False,F/585/P,TRAPPIST-1e,24.0,False,165.0,0.0,981.0,2.0,0.0,Wifel Betie,True,2818.0,Betie,F,585.0,P
2819_01,Earth,False,F/586/P,TRAPPIST-1e,38.0,False,77.0,169.0,0.0,0.0,470.0,Stal Ocherman,False,2819.0,Ocherman,F,586.0,P
2820_01,Earth,True,G/457/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Valex Lopelases,True,2820.0,Lopelases,G,457.0,P
2821_01,Earth,True,G/458/P,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Brance Shephendery,True,2821.0,Shephendery,G,458.0,P
2822_03,Earth,True,G/450/S,55 Cancri e,3.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Rayne Harverez,True,2822.0,Harverez,G,450.0,S
2823_01,Mars,True,F/587/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Smark Parté,True,2823.0,Parté,F,587.0,P
2824_01,Europa,True,C/104/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Shain Rinicapead,True,2824.0,Rinicapead,C,104.0,S
2826_01,Europa,False,C/96/P,55 Cancri e,28.0,False,1581.0,213.0,0.0,18.0,3051.0,Teron Pabler,False,2826.0,Pabler,C,96.0,P
2826_02,Europa,False,C/96/P,TRAPPIST-1e,49.0,False,20.0,6807.0,174.0,3538.0,2473.0,Terops Pabler,False,2826.0,Pabler,C,96.0,P
2831_01,Europa,False,D/86/P,TRAPPIST-1e,23.0,False,0.0,824.0,0.0,495.0,1479.0,Weznif Fandomatty,True,2831.0,Fandomatty,D,86.0,P
2831_02,Europa,False,D/86/P,TRAPPIST-1e,19.0,False,0.0,1.0,0.0,2085.0,55.0,Naviton Impress,False,2831.0,Impress,D,86.0,P
2834_01,Europa,False,C/105/S,TRAPPIST-1e,40.0,True,0.0,11.0,0.0,2205.0,1295.0,Bosonan Coniple,True,2834.0,Coniple,C,105.0,S
2835_01,Europa,False,A/24/P,55 Cancri e,26.0,True,0.0,186.0,173.72916912197996,548.0,5058.0,Sadirk Unaring,False,2835.0,Unaring,A,24.0,P
2837_01,Earth,False,F/588/P,PSO J318.5-22,23.0,False,0.0,0.0,173.72916912197996,3.0,1919.0,Sergia Mcgoway,False,2837.0,Mcgoway,F,588.0,P
2838_01,Mars,False,E/174/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Whee Cure,False,2838.0,Cure,E,174.0,P
2839_01,Europa,False,C/107/S,TRAPPIST-1e,51.0,False,1.0,3935.0,0.0,146.0,0.0,Achib Heedry,True,2839.0,Heedry,C,107.0,S
2840_01,Earth,False,F/540/S,55 Cancri e,44.0,False,672.0,0.0,0.0,0.0,20.0,Jacky Hortis,False,2840.0,Hortis,F,540.0,S
2843_01,Mars,False,E/175/P,TRAPPIST-1e,50.0,False,357.0,0.0,657.0,0.0,0.0,Apsps Terte,False,2843.0,Terte,E,175.0,P
2846_01,Earth,True,G/452/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Margio Lardsonald,True,2846.0,Lardsonald,G,452.0,S
2847_01,Earth,True,G/464/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Thery Cardsay,True,2847.0,Cardsay,G,464.0,P
2853_01,Earth,False,F/544/S,TRAPPIST-1e,20.0,False,56.0,757.0,111.0,0.0,0.0,Lonnez Browlerson,True,2853.0,Browlerson,F,544.0,S
2854_01,Earth,False,F/591/P,55 Cancri e,14.0,False,0.0,458.07720329024676,14.0,692.0,809.0,Phia Buckentry,False,2854.0,Buckentry,F,591.0,P
2856_01,Europa,False,C/108/S,55 Cancri e,38.0,False,0.0,896.0,0.0,311.1387779083431,4168.0,Duhra Fulous,False,2856.0,Fulous,C,108.0,S
2857_01,Earth,False,F/545/S,PSO J318.5-22,29.0,False,631.0,458.07720329024676,0.0,40.0,0.0,Hanry Larlowelley,False,2857.0,Larlowelley,F,545.0,S
2858_01,Europa,True,C/109/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Iononus Fictful,True,2858.0,Fictful,C,109.0,S
2858_02,Europa,True,C/109/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Mesatik Fictful,True,2858.0,Fictful,C,109.0,S
2858_03,Europa,True,C/109/S,TRAPPIST-1e,40.0,False,0.0,458.07720329024676,0.0,0.0,0.0,Dilath Fictful,True,2858.0,Fictful,C,109.0,S
2859_01,Europa,True,C/98/P,55 Cancri e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,Navior Excialing,True,2859.0,Excialing,C,98.0,P
2860_01,Earth,False,F/546/S,PSO J318.5-22,18.0,False,154.0,22.0,77.0,1053.0,0.0,Ianna Antoshipson,True,2860.0,Antoshipson,F,546.0,S
2861_01,Earth,False,F/547/S,TRAPPIST-1e,17.0,False,5.0,756.0,0.0,0.0,0.0,Evaley Marson,True,2861.0,Marson,F,547.0,S
2862_01,Mars,True,E/193/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Cowlat Gooki,True,2862.0,Gooki,E,193.0,S
2863_01,Earth,False,G/466/P,TRAPPIST-1e,27.0,False,0.0,2.0,49.0,0.0,801.0,Therek Thony,False,2863.0,Thony,G,466.0,P
2865_01,Mars,False,D/88/P,TRAPPIST-1e,34.0,False,2904.0,23.0,7.0,0.0,81.0,Goos Corie,False,2865.0,Corie,D,88.0,P
2865_02,Mars,False,D/88/P,TRAPPIST-1e,53.0,False,520.0,0.0,442.0,0.0,0.0,Hammet Corie,True,2865.0,Corie,D,88.0,P
2866_01,Europa,True,C/110/S,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,Hadirk Wheededly,True,2866.0,Wheededly,C,110.0,S
2867_01,Mars,False,D/89/P,TRAPPIST-1e,41.0,False,71.0,0.0,1617.0,31.0,0.0,Smats Bane,False,2867.0,Bane,D,89.0,P
2867_02,Mars,False,E/176/P,TRAPPIST-1e,51.0,False,819.0,4.0,92.0,38.0,0.0,Trisp Bane,False,2867.0,Bane,E,176.0,P
2869_01,Earth,True,G/467/P,PSO J318.5-22,61.0,False,0.0,0.0,0.0,0.0,0.0,Anton Vantonson,True,2869.0,Vantonson,G,467.0,P
2870_01,Earth,False,G/454/S,TRAPPIST-1e,59.0,False,0.0,0.0,1.0,920.0,1.0,Nancey Willynnedy,True,2870.0,Willynnedy,G,454.0,S
2871_01,Europa,True,B/88/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,311.1387779083431,0.0,Acruxon Unregul,True,2871.0,Unregul,B,88.0,P
2871_02,Europa,True,B/88/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Sarthim Unregul,True,2871.0,Unregul,B,88.0,P
2872_01,Earth,False,G/455/S,PSO J318.5-22,57.0,False,0.0,1431.0,0.0,30.0,337.0,Jonard Leblanchez,True,2872.0,Leblanchez,G,455.0,S
2873_01,Mars,False,E/194/S,55 Cancri e,39.0,False,2127.0,458.07720329024676,23.0,0.0,0.0,Alls Birte,False,2873.0,Birte,E,194.0,S
2875_01,Europa,True,B/107/S,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,Zinonon Frolestty,True,2875.0,Frolestty,B,107.0,S
2876_01,Earth,False,G/456/S,TRAPPIST-1e,42.0,False,173.0,656.0,0.0,0.0,23.0,Andyn Brenney,False,2876.0,Brenney,G,456.0,S
2877_01,Earth,False,F/592/P,TRAPPIST-1e,36.0,False,418.0,40.0,7.0,338.0,0.0,Berly Vinozarks,False,2877.0,Vinozarks,F,592.0,P
2878_01,Mars,False,F/593/P,TRAPPIST-1e,42.0,False,44.0,0.0,3648.0,0.0,9.0,Grey Ancy,True,2878.0,Ancy,F,593.0,P
2880_01,Earth,True,G/468/P,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,Lynnee Wooterston,False,2880.0,Wooterston,G,468.0,P
2881_01,Earth,False,G/457/S,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Walley Brightez,False,2881.0,Brightez,G,457.0,S
2882_01,Earth,True,G/458/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Clarry Dillips,False,2882.0,Dillips,G,458.0,S
2883_01,Earth,False,F/595/P,TRAPPIST-1e,28.0,False,0.0,93.0,1282.0,0.0,0.0,Brene Hanner,True,2883.0,Hanner,F,595.0,P
2884_01,Mars,False,D/90/P,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,311.1387779083431,0.0,Coats Erle,False,2884.0,Erle,D,90.0,P
2887_01,Earth,False,G/459/S,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,Gabrie Reenez,False,2887.0,Reenez,G,459.0,S
2888_01,Mars,False,F/597/P,TRAPPIST-1e,71.0,True,901.0,0.0,1698.0,0.0,0.0,Kad Gele,False,2888.0,Gele,F,597.0,P
2890_01,Europa,False,B/89/P,TRAPPIST-1e,44.0,False,0.0,351.0,0.0,3.0,3447.0,Jabbab Cattyried,False,2890.0,Cattyried,B,89.0,P
2890_02,Europa,True,B/89/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Suhain Cattyried,True,2890.0,Cattyried,B,89.0,P
2891_01,Earth,False,G/460/S,TRAPPIST-1e,18.0,False,4.0,904.0,0.0,0.0,1.0,Gleney Ortinericey,False,2891.0,Ortinericey,G,460.0,S
2892_01,Earth,False,G/469/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Glena Coolerson,True,2892.0,Coolerson,G,469.0,P
2892_02,Earth,True,G/469/P,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,Benry Gallenry,False,2892.0,Gallenry,G,469.0,P
2892_03,Earth,True,G/469/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,True,2892.0,Gallenry,G,469.0,P
2892_04,Earth,False,F/598/P,TRAPPIST-1e,29.0,False,0.0,1311.0,0.0,0.0,0.0,Kendre Coolerson,False,2892.0,Coolerson,F,598.0,P
2892_05,Earth,False,G/469/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Wilmay Coolerson,False,2892.0,Coolerson,G,469.0,P
2893_01,Earth,False,G/470/P,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,Verek Beasleyes,False,2893.0,Beasleyes,G,470.0,P
2894_01,Earth,False,F/599/P,PSO J318.5-22,24.0,False,0.0,0.0,443.0,244.0,1.0,Idace Hersons,False,2894.0,Hersons,F,599.0,P
2897_01,Earth,False,G/461/S,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,Guye Meadoney,True,2897.0,Meadoney,G,461.0,S
2899_01,Mars,False,F/600/P,TRAPPIST-1e,28.0,False,523.0,0.0,0.0,970.0,0.0,Monch Buth,False,2899.0,Buth,F,600.0,P
2901_01,Earth,False,F/601/P,TRAPPIST-1e,16.0,False,0.0,20.0,0.0,300.0,681.0,Jeanna Vandez,False,2901.0,Vandez,F,601.0,P
2901_02,Earth,False,F/601/P,PSO J318.5-22,24.0,False,224.687617481203,2.0,25.0,311.1387779083431,707.0,Loisey Vandez,True,2901.0,Vandez,F,601.0,P
2902_01,Earth,False,G/471/P,TRAPPIST-1e,33.0,False,123.0,760.0,0.0,0.0,0.0,Lyney Merkins,False,2902.0,Merkins,G,471.0,P
2905_01,Earth,False,G/462/S,55 Cancri e,24.0,False,489.0,0.0,173.72916912197996,0.0,0.0,Lloyde Parsoney,False,2905.0,Parsoney,G,462.0,S
2907_01,Earth,False,F/552/S,TRAPPIST-1e,25.0,False,0.0,9.0,2005.0,0.0,5.0,Paulah Weavesend,True,2907.0,Weavesend,F,552.0,S
2909_01,Earth,True,G/473/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Eddiey Polloantes,False,2909.0,Polloantes,G,473.0,P
2910_01,Earth,False,F/602/P,PSO J318.5-22,32.0,False,0.0,0.0,736.0,0.0,0.0,Celis Bucknersony,False,2910.0,Bucknersony,F,602.0,P
2912_01,Mars,True,E/178/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Beeres Kine,False,2912.0,Kine,E,178.0,P
2913_01,Mars,False,F/603/P,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,False,2913.0,Sau,F,603.0,P
2919_01,Mars,False,D/96/S,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,Slix Kra,True,2919.0,Kra,D,96.0,S
2919_02,Mars,False,F/555/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Soyos Kra,True,2919.0,Kra,F,555.0,S
2919_03,Mars,True,F/555/S,TRAPPIST-1e,6.0,False,224.687617481203,0.0,0.0,0.0,0.0,Stmeal Kra,True,2919.0,Kra,F,555.0,S
2920_01,Earth,False,F/606/P,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,Joelan Schwardson,True,2920.0,Schwardson,F,606.0,P
2925_01,Mars,False,F/609/P,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,Cines Minen,True,2925.0,Minen,F,609.0,P
2925_02,Mars,True,F/609/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Goleer Minen,True,2925.0,Minen,F,609.0,P
2927_01,Mars,True,F/611/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Caw Panad,True,2927.0,Panad,F,611.0,P
2928_01,Europa,False,B/92/P,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,False,2928.0,Mander,B,92.0,P
2928_02,Europa,True,B/92/P,TRAPPIST-1e,51.0,False,0.0,0.0,173.72916912197996,0.0,0.0,Photope Caltilter,True,2928.0,Caltilter,B,92.0,P
2928_03,Europa,True,B/92/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,True,2928.0,Mander,B,92.0,P
2929_01,Earth,True,G/467/S,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Mcbritts,True,2929.0,Mcbritts,G,467.0,S
2930_01,Earth,False,G/474/P,TRAPPIST-1e,45.0,False,224.687617481203,9.0,0.0,857.0,16.0,Cary Mejiaddox,False,2930.0,Mejiaddox,G,474.0,P
2934_01,Earth,False,F/557/S,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,Adriet Moodman,False,2934.0,Moodman,F,557.0,S
2936_01,Earth,False,G/468/S,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,Jimmyn Berreranks,False,2936.0,Berreranks,G,468.0,S
2938_01,Europa,True,C/100/P,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,True,2938.0,Aroodint,C,100.0,P
2940_01,Earth,False,F/615/P,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,Melica Casonston,True,2940.0,Casonston,F,615.0,P
2942_01,Earth,False,F/558/S,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,Tany Watkinsley,False,2942.0,Watkinsley,F,558.0,S
2943_01,Earth,True,G/478/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Allene Belley,False,2943.0,Belley,G,478.0,P
2944_01,Earth,False,F/559/S,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,Min Nichoan,False,2944.0,Nichoan,F,559.0,S
2944_02,Earth,False,G/469/S,PSO J318.5-22,2.0,False,224.687617481203,0.0,0.0,0.0,0.0,Ernard Nichoan,False,2944.0,Nichoan,G,469.0,S
2944_03,Earth,True,G/469/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,False,2944.0,Nichoan,G,469.0,S
2944_04,Earth,False,G/469/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,True,2944.0,Nichoan,G,469.0,S
2945_01,Earth,True,G/479/P,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Jeanie Moodsey,True,2945.0,Moodsey,G,479.0,P
